case_name,article,violation_label,avg_rating,is_accurate,num_abstentions,num_samples,sample_ratings,item_id,respondent,group,decision_date,importance
CASE OF ARMANI DA SILVA v. THE UNITED KINGDOM,2,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-161975,UNITED KINGDOM,,2016-03-30,1
CASE OF ŠILOVIĆ v. SERBIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-168380,SERBIA,,2016-11-08,4
CASE OF GORYAYEVA v. UKRAINE,2,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-166954,UKRAINE,,2016-10-06,4
CASE OF KULYK v. UKRAINE,34,no_violation,2.4,False,0,5,"[1, 1, 4, 5, 1]",001-163911,UKRAINE,,2016-06-23,4
CASE OF SALIKHOVA AND MAGOMEDOVA v. RUSSIA,2,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-160223,RUSSIA,,2016-01-26,4
CASE OF SOUSA GOUCHA v. PORTUGAL,14,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-161527,PORTUGAL,,2016-03-22,3
CASE OF PETSCHULIES v. GERMANY,5,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-163358,GERMANY,,2016-06-02,3
CASE OF GUK v. UKRAINE,34,no_violation,3.6,True,0,5,"[2, 2, 4, 5, 5]",001-169210,UKRAINE,,2016-12-08,4
CASE OF KIRIL ZLATKOV NIKOLOV v. FRANCE,5,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-168816,FRANCE,,2016-11-10,3
CASE OF CANO MOYA v. SPAIN,41,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-167110,SPAIN,,2016-10-11,3
CASE OF M.R.A. AND OTHERS v. THE NETHERLANDS,13,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-159882,NETHERLANDS,,2016-01-12,4
CASE OF SETON v. THE UNITED KINGDOM,6,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-161738,UNITED KINGDOM,,2016-03-31,4
CASE OF HALIMI AND OTHERS v. ALBANIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-161809,ALBANIA,,2016-04-07,4
CASE OF GYULEVA v. BULGARIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-163438,BULGARIA,,2016-06-09,4
CASE OF MENÉNDEZ GARCÍA AND ÁLVAREZ GONZÁLEZ v. SPAIN,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-161381,SPAIN,,2016-03-15,4
CASE OF FÜRST-PFEIFER v. AUSTRIA,8,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-162864,AUSTRIA,,2016-05-17,3
CASE OF KRAHULEC v. SLOVAKIA,P1-1,violation,1.6,True,0,5,"[1, 1, 1, 1, 4]",001-164454,SLOVAKIA,,2016-07-05,4
CASE OF TUCHIN AND TUCHINA v. UKRAINE,2,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-163054,UKRAINE,,2016-05-26,4
CASE OF SOARES v. PORTUGAL,10,no_violation,3.4,True,0,5,"[1, 5, 5, 5, 1]",001-163822,PORTUGAL,,2016-06-21,4
CASE OF BĂRBULESCU v. ROMANIA,8,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-159906,ROMANIA,,2016-01-12,3
CASE OF NAIT-LIMAN v. SWITZERLAND,6,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-164470,SWITZERLAND,,2016-06-21,3
CASE OF E.S. v. ROMANIA AND BULGARIA,8,violation,1.2,True,0,5,"[1, 2, 1, 1, 1]",001-164917,ROMANIA AND BULGARIA,,2016-07-19,3
CASE OF JURIŠIĆ v. CROATIA (No. 2),8,no_violation,4.8,True,0,5,"[5, 4, 5, 5, 5]",001-218132,CROATIA,,2022-07-07,3
CASE OF NADDUR v. THE REPUBLIC OF MOLDOVA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-221480,MOLDOVA,,2022-12-13,4
CASE OF A.L. AND OTHERS v. NORWAY,8,violation,3.4,False,0,5,"[4, 2, 2, 5, 4]",001-215177,NORWAY,,2022-01-20,3
CASE OF CHAKVETADZE v. GEORGIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-219220,GEORGIA,,2022-09-22,4
CASE OF VOOL AND TOOMIK v. ESTONIA,14,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-216464,ESTONIA,,2022-03-29,3
CASE OF DRELON v. FRANCE,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-219226,FRANCE,,2022-09-08,1
CASE OF GHERARDI MARTIRI v. SAN MARINO,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-221637,SAN MARINO,,2022-12-15,3
CASE OF THEO NATIONAL CONSTRUCT S.R.L. v. THE REPUBLIC OF MOLDOVA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-219641,MOLDOVA,,2022-10-11,3
CASE OF ALLELEH AND OTHERS v. NORWAY,8,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-218022,NORWAY,,2022-06-23,3
CASE OF HRNČIĆ v. CROATIA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-219500,CROATIA,,2022-09-29,4
CASE OF VLASENKO v. UKRAINE,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-215350,UKRAINE,,2022-02-03,4
CASE OF ILYIN AND OTHERS v. UKRAINE,9,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-220890,UKRAINE,,2022-11-17,3
CASE OF MICKOVSKI v. NORTH MACEDONIA,P1-1,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-216349,NORTH MACEDONIA,,2022-03-24,4
CASE OF P.H. v. SLOVAKIA,2,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-219068,SLOVAKIA,,2022-09-08,3
CASE OF PERSPEKTYVNYY v. UKRAINE,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-219493,UKRAINE,,2022-10-06,4
CASE OF COMMUNAUTÉ GENEVOISE D'ACTION SYNDICALE (CGAS) v. SWITZERLAND,11,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-216463,SWITZERLAND,,2022-03-15,3
CASE OF COSOVAN v. THE REPUBLIC OF MOLDOVA,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-216352,MOLDOVA,,2022-03-22,3
CASE OF DE LEGÉ v. THE NETHERLANDS,6,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-219556,NETHERLANDS,,2022-10-04,1
CASE OF FOUTAS ARISTIDOU v. CYPRUS,6,violation,4.0,False,0,5,"[5, 4, 2, 5, 4]",001-217605,CYPRUS,,2022-06-07,4
CASE OF GERASYUTIN AND OTHERS v. UKRAINE,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-219293,UKRAINE,,2022-09-29,4
CASE OF KRYUK v. UKRAINE,5,violation,3.0,False,5,5,"[3, 3, 3, 3, 3]",001-219506,UKRAINE,,2022-09-29,4
CASE OF DAHMAN BENDHIMAN v. SPAIN,6,no_violation,1.2,False,0,5,"[1, 1, 1, 2, 1]",001-220887,SPAIN,,2022-11-15,3
CASE OF SUSLOV v. UKRAINE,34,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-219490,UKRAINE,,2022-10-06,4
CASE OF GHERARDI MARTIRI v. SAN MARINO,P1-1,no_violation,3.4,True,0,5,"[2, 5, 4, 4, 2]",001-221637,SAN MARINO,,2022-12-15,3
CASE OF LUKOŠIN v. LITHUANIA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-215170,LITHUANIA,,2022-01-18,4
CASE OF ELMAZOVA AND OTHERS v. NORTH MACEDONIA,14,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-221503,NORTH MACEDONIA,,2022-12-13,3
CASE OF BJARKI H. DIEGO v. ICELAND,6,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-216184,ICELAND,,2022-03-15,3
"CASE OF FU QUAN, S.R.O. v. THE CZECH REPUBLIC",P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-216196,CZECH REPUBLIC,,2022-03-17,4
CASE OF E.M. AND OTHERS v. NORWAY,8,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-215176,NORWAY,,2022-01-20,3
CASE OF PEJŘILOVÁ v. THE CZECH REPUBLIC,8,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-221266,CZECH REPUBLIC,,2022-12-08,3
CASE OF BARTUS AND OTHERS v. HUNGARY,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-216535,HUNGARY,,2022-03-31,4
CASE OF FERHATOVIĆ v. SLOVENIA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-218131,SLOVENIA,,2022-07-07,3
CASE OF MARCINKEVIČIUS v. LITHUANIA,10,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-220866,LITHUANIA,,2022-11-15,4
CASE OF LINGS v. DENMARK,10,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-217039,DENMARK,,2022-04-12,3
CASE OF MUHAMMAD v. SPAIN,14,no_violation,3.4,True,0,5,"[1, 5, 5, 1, 5]",001-219984,SPAIN,,2022-10-18,1
CASE OF FISCHER v. THE CZECH REPUBLIC,6,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-215708,CZECH REPUBLIC,,2022-02-24,4
CASE OF D.S. AND OTHERS v. HUNGARY,5,violation,3.0,False,5,5,"[3, 3, 3, 3, 3]",001-216720,HUNGARY,,2022-03-31,4
CASE OF A AND B v. GEORGIA,14,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-215716,GEORGIA,,2022-02-10,3
CASE OF P.C. v. IRELAND,14,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-218941,IRELAND,,2022-09-01,3
CASE OF VEGOTEX INTERNATIONAL S.A. v. BELGIUM,41,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-220415,BELGIUM,,2022-11-03,1
CASE OF DOLENC v. SLOVENIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-219946,SLOVENIA,,2022-10-20,3
CASE OF KHUREN-OOL AND OTHERS v. RUSSIA,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-219684,RUSSIA,,2022-10-13,4
CASE OF RAZGON AND OTHERS v. RUSSIA,5,violation,3.0,False,5,5,"[3, 3, 3, 3, 3]",001-220556,RUSSIA,,2022-11-10,4
CASE OF HOVHANNISYAN AND NAZARYAN v. ARMENIA,2,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-220712,ARMENIA,,2022-11-08,3
CASE OF GLOVELI v. GEORGIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-216686,GEORGIA,,2022-04-07,3
CASE OF COMMUNAUTÉ GENEVOISE D'ACTION SYNDICALE (CGAS) v. SWITZERLAND,41,violation,5.0,False,0,5,"[5, 5, 5, 5, 5]",001-216463,SWITZERLAND,,2022-03-15,3
CASE OF TETİK AND OTHERS v. TURKEY,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-216193,TURKEY,,2022-03-15,4
CASE OF ANATOLIY YEREMENKO v. UKRAINE,10,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-219194,UKRAINE,,2022-09-15,3
CASE OF MARINA AUCANADA GROUP S.L. v. SPAIN,6,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-220665,SPAIN,,2022-11-08,3
CASE OF NADTOCHIY v. UKRAINE,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-219309,UKRAINE,,2022-09-20,4
CASE OF M.T. AND OTHERS v. SWEDEN,14,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-220013,SWEDEN,,2022-10-20,3
CASE OF RADMILLI v. MALTA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-215132,MALTA,,2022-01-13,4
CASE OF BOGUTA AND TERESHCHENKO v. UKRAINE,2,violation,3.0,False,5,5,"[3, 3, 3, 3, 3]",001-214780,UKRAINE,,2022-01-13,4
CASE OF TB INŽINJERING D.O.O. v. BOSNIA AND HERZEGOVINA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-217415,BOSNIA AND HERZEGOVINA,,2022-05-25,4
CASE OF GOULANDRIS AND VARDINOGIANNI v. GREECE,P7-4,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-218074,GREECE,,2022-06-16,3
CASE OF ATRISTAIN GOROSABEL v. SPAIN,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-215166,SPAIN,,2022-01-18,3
CASE OF MORTIER v. BELGIUM,2,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-219988,BELGIUM,,2022-10-04,1
CASE OF BAHTIĆ v. BOSNIA AND HERZEGOVINA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-220164,BOSNIA AND HERZEGOVINA,,2022-10-27,4
CASE OF DAVTYAN v. ARMENIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-215913,ARMENIA,,2022-03-01,4
CASE OF LYSAK v. UKRAINE,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-220010,UKRAINE,,2022-10-20,4
CASE OF A AND OTHERS v. ICELAND,8,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-220885,ICELAND,,2022-11-15,3
CASE OF N.V. AND C.C. v. MALTA,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-220537,MALTA,,2022-11-10,3
CASE OF ARNAR HELGI LÁRUSSON v. ICELAND,14,no_violation,4.8,True,0,5,"[4, 5, 5, 5, 5]",001-217436,ICELAND,,2022-05-31,1
CASE OF STARKEVIČ v. LITHUANIA,8,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-216454,LITHUANIA,,2022-03-29,3
CASE OF A.M. v. NORWAY,8,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-216348,NORWAY,,2022-03-24,3
CASE OF CENTROPROM HOLDING AD BEOGRAD v. MONTENEGRO,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-215735,MONTENEGRO,,2022-02-10,4
CASE OF FABBRI AND OTHERS v. SAN MARINO,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-219944,SAN MARINO,,2022-10-18,3
CASE OF PUKHYR AND OTHERS v. UKRAINE,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-215898,UKRAINE,,2022-02-24,4
CASE OF OTEGI MONDRAGON AND OTHERS v. SPAIN,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-187510,SPAIN,,2018-11-06,4
CASE OF GRABOVSKIY v. UKRAINE,34,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-187818,UKRAINE,,2018-11-29,4
CASE OF DANILCZUK v. CYPRUS,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-181882,CYPRUS,,2018-04-03,4
CASE OF VASILEVSKA AND BARTOŠEVIČ v. LITHUANIA,P1-1,violation,2.4,True,0,5,"[1, 1, 1, 5, 4]",001-188360,LITHUANIA,,2018-12-18,4
CASE OF FALZON v. MALTA,10,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-181595,MALTA,,2018-03-20,3
CASE OF BRADSHAW AND OTHERS v. MALTA,14,no_violation,4.8,True,0,5,"[5, 5, 5, 4, 5]",001-187200,MALTA,,2018-10-23,3
CASE OF DELECOLLE v. FRANCE,12,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-187455,FRANCE,,2018-10-25,3
CASE OF AGANIKYAN v. ARMENIA,6,violation,3.2,False,0,5,"[4, 4, 2, 2, 4]",001-181859,ARMENIA,,2018-04-05,4
CASE OF CUENCA ZARZOSO v. SPAIN,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-180296,SPAIN,,2018-01-16,4
CASE OF GAFÀ v. MALTA,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-183126,MALTA,,2018-05-22,4
CASE OF BOSYY v. UKRAINE,34,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-187686,UKRAINE,,2018-11-22,4
CASE OF T.K. v. LITHUANIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-183542,LITHUANIA,,2018-06-12,4
CASE OF M.T. v. ESTONIA,5,no_violation,2.2,False,0,5,"[1, 1, 1, 4, 4]",001-187251,ESTONIA,,2018-10-23,4
CASE OF BAKCHIZHOV v. UKRAINE,34,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-187465,UKRAINE,,2018-10-30,4
CASE OF KIN v. UKRAINE,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-188374,UKRAINE,,2018-12-18,4
CASE OF ILIĆ v. SERBIA,6,violation,1.2,True,0,5,"[1, 1, 1, 1, 2]",001-187195,SERBIA,,2018-10-23,4
CASE OF MARTINOVIĆ v. BOSNIA AND HERZEGOVINA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-186424,BOSNIA AND HERZEGOVINA,,2018-09-25,4
CASE OF ÇEKİ v. TURKEY,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-184496,TURKEY,,2018-07-10,4
CASE OF GALEA AND OTHERS v. MALTA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-180843,MALTA,,2018-02-13,4
CASE OF LEONOV v. RUSSIA,8,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-182213,RUSSIA,,2018-04-10,4
CASE OF ANNEN v. GERMANY (No. 2),10,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-186117,GERMANY,,2018-09-20,4
CASE OF KEŠELJ AND OTHERS v. MONTENEGRO,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-180841,MONTENEGRO,,2018-02-13,4
CASE OF EDINA TÓTH v. HUNGARY,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-180505,HUNGARY,,2018-01-30,4
CASE OF SINKOVA v. UKRAINE,10,no_violation,4.2,True,0,5,"[5, 5, 5, 5, 1]",001-181210,UKRAINE,,2018-02-27,3
CASE OF GESTUR JÓNSSON AND RAGNAR HALLDÓR HALL v. ICELAND,7,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-187476,ICELAND,,2018-10-30,3
CASE OF BONDARENKO AND OTHERS v. UKRAINE,5,violation,3.0,False,5,5,"[3, 3, 3, 3, 3]",001-185031,UKRAINE,,2018-06-28,4
CASE OF R. I. AND OTHERS v. ROMANIA,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-187931,ROMANIA,,2018-12-04,4
CASE OF O'SULLIVAN McCARTHY MUSSEL DEVELOPMENT LTD v. IRELAND,6,no_violation,4.2,True,0,5,"[4, 4, 4, 5, 4]",001-183395,IRELAND,,2018-06-07,1
CASE OF S.S. v. SLOVENIA,8,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-187474,SLOVENIA,,2018-10-30,3
CASE OF BOLDIJAR AND OTHERS v. ROMANIA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-181847,ROMANIA,,2018-03-29,4
CASE OF AVISO ZETA AG v. AUSTRIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-183817,AUSTRIA,,2018-06-21,4
CASE OF SANDU AND OTHERS v. THE REPUBLIC OF MOLDOVA AND RUSSIA,P1-1,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-184651,REPUBLIC OF MOLDOVA AND RUSSIA,,2018-07-17,3
CASE OF O'SULLIVAN McCARTHY MUSSEL DEVELOPMENT LTD v. IRELAND,P1-1,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-183395,IRELAND,,2018-06-07,1
CASE OF JISHKARIANI v. GEORGIA,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-186116,GEORGIA,,2018-09-20,4
CASE OF SMIRNOV AND OTHERS v. RUSSIA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-183546,RUSSIA,,2018-06-14,4
CASE OF PROKHORENKO AND OTHERS v. RUSSIA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-181850,RUSSIA,,2018-03-29,4
CASE OF HEALY v. IRELAND,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-180281,IRELAND,,2018-01-18,4
CASE OF SERGEY SMIRNOV v. UKRAINE,34,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-188382,UKRAINE,,2018-12-18,4
CASE OF PATALAKH v. GERMANY,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-181394,GERMANY,,2018-03-08,4
CASE OF R.Š. v. LATVIA,2,no_violation,2.8,False,0,5,"[5, 1, 5, 2, 1]",001-181393,LATVIA,,2018-03-08,4
CASE OF VUJOVIĆ v. MONTENEGRO,6,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-182853,MONTENEGRO,,2018-05-15,4
CASE OF CIOCODEICĂ v. ROMANIA,P1-1,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-180288,ROMANIA,,2018-01-16,3
CASE OF STARENKIY AND RUDOY v. UKRAINE,5,violation,3.0,False,5,5,"[3, 3, 3, 3, 3]",001-179853,UKRAINE,,2018-01-11,4
CASE OF DAINELIENĖ v. LITHUANIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-186770,LITHUANIA,,2018-10-16,4
CASE OF VELLA v. MALTA,P1-1,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-181278,MALTA,,2018-02-27,4
CASE OF RUIZ PENA AND PEREZ OBERGHT v. MALTA,3,no_violation,4.4,True,0,5,"[5, 5, 4, 4, 4]",001-184671,MALTA,,2018-07-17,4
CASE OF ABDILLA v. MALTA,3,no_violation,4.4,True,0,5,"[4, 5, 4, 4, 5]",001-184673,MALTA,,2018-07-17,4
CASE OF MOCKUTĖ v. LITHUANIA,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-181202,LITHUANIA,,2018-02-27,3
CASE OF SALAKHBEKOV AND ABUKAYEV v. RUSSIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-183206,RUSSIA,,2018-05-29,4
CASE OF NOVOTNÝ v. THE CZECH REPUBLIC,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-183373,CZECH REPUBLIC,,2018-06-07,4
CASE OF NICHOLAS v. CYPRUS,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-179878,CYPRUS,,2018-01-09,4
CASE OF ASHAYEV AND OTHERS v. UKRAINE,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-183586,UKRAINE,,2018-06-14,4
CASE OF PÁZSI AND OTHERS v. HUNGARY,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-187574,HUNGARY,,2018-11-15,4
CASE OF CIOBOTARU AND OTHERS v. ROMANIA,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-183558,ROMANIA,,2018-06-14,4
CASE OF TLAPAK AND OTHERS v. GERMANY,8,no_violation,5.0,True,0,5,"[5, 5, 5, 5, 5]",001-181584,GERMANY,,2018-03-22,3
CASE OF KARTVELISHVILI v. GEORGIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-183376,GEORGIA,,2018-06-07,4
CASE OF ROMAN CATHOLIC ARCHDIOCESE OF VRHBOSNA v. BOSNIA AND HERZEGOVINA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-183337,BOSNIA AND HERZEGOVINA,,2018-06-05,4
CASE OF SHARXHI AND OTHERS v. ALBANIA,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-179867,ALBANIA,,2018-01-11,3
CASE OF ALIYEV v. AZERBAIJAN,5,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-186126,AZERBAIJAN,,2018-09-20,3
CASE OF CABRAL v. THE NETHERLANDS,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-185308,NETHERLANDS,,2018-08-28,4
CASE OF GRYTSENKO AND OTHERS v. UKRAINE,6,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-181068,UKRAINE,,2018-02-22,4
CASE OF VOYKIN AND OTHERS v. UKRAINE,5,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-181877,UKRAINE,,2018-03-27,4
CASE OF YAKUSHEV v. UKRAINE,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-187923,UKRAINE,,2018-12-04,4
CASE OF BIG BROTHER WATCH AND OTHERS v. THE UNITED KINGDOM,8,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-186048,UNITED KINGDOM,,2018-09-13,3
CASE OF YALANSKYY AND GALUNKA v. UKRAINE,13,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-182605,UKRAINE,,2018-05-03,4
CASE OF KHANI KABBARA v. CYPRUS,3,violation,1.0,True,0,5,"[1, 1, 1, 1, 1]",001-183338,CYPRUS,,2018-06-05,4
CASE OF SANDU AND OTHERS v. THE REPUBLIC OF MOLDOVA AND RUSSIA,13,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-184651,REPUBLIC OF MOLDOVA AND RUSSIA,,2018-07-17,3
CASE OF HÜLYA EBRU DEMİREL v. TURKEY,6,no_violation,1.0,False,0,5,"[1, 1, 1, 1, 1]",001-183862,TURKEY,,2018-06-19,4
